empresa;nome;logradouro;bairro;cidade;estado;cep;latitude;longitude;data_extracao
petz;Petz Abelardo Bueno;Avenida Embaixador Abelardo Bueno;Barra da Tijuca;Rio de Janeiro;RJ;22775-040;-229.727.518.094;-433.884.886.319;07/10/2025
petz;Petz Aclimação;Rua Muniz de Sousa;Aclimação;São Paulo;SP;01534-000;-235.696.900.041;-46.636;07/10/2025
petz;Petz Afonso Pena;Avenida Bandeirantes;Amambaí;Campo Grande;MS;79005-671;-204.697.105;-546.201.211;07/10/2025
petz;Petz Agamenon;Avenida Governador Agamenon Magalhães;Boa Vista;Recife;PE;50050-290;-80.559.795;-348.953.473;07/10/2025
petz;Petz Águas Claras;Avenida Sibipiruna;Sul (Águas Claras);Brasília;DF;71928-720;-15.885.750.017;-480.398.915.003;07/10/2025
petz;Petz Alameda Santos;Alameda Santos;Cerqueira César;São Paulo;SP;01419-001;-235.326.099.937;-46.636;07/10/2025
petz;Petz Aldeota;Avenida Barão de Studart;Aldeota;Fortaleza;CE;60120-001;-37.357.094;-385.069.693;07/10/2025
petz;Petz Alphaville;Avenida Alphaville;Dezoito do Forte Empresarial/Alphaville.;Barueri;SP;06472-010;-235.243.200.024;-468.905.258.909;07/10/2025
petz;Petz Alto da Boa Vista;Avenida Adolfo Pinheiro;Santo Amaro;São Paulo;SP;04734-004;-238.617.400.321;-462.937.601.861;07/10/2025
petz;Petz Americana;Avenida Paulista;Vila Nossa Senhora de Fátima;Americana;SP;13478-580;-227.376.643;-473.178.178;07/10/2025
petz;Petz Ana Costa;Avenida Ana Costa;Gonzaga;Santos;SP;11060-001;-23.954.249.995;-46.334;07/10/2025
petz;Petz Anália Franco;Avenida Regente Feijó;Vila Regente Feijó;São Paulo;SP;03342-000;-237.020.800.204;-468.040.764.713;07/10/2025
petz;Petz Angélica;Avenida Angélica;Consolação;São Paulo;SP;01227-200;-235.556.500.053;-46.636;07/10/2025
petz;Petz Anhaia Mello;Avenida Professor Luiz Ignácio Anhaia Mello;Vila Graciosa;São Paulo;SP;03295-000;-236.981.200.203;-464.722.432.506;07/10/2025
petz;Petz Aracaju;Avenida Ministro Geraldo Barreto Sobral 215;Jardins;Aracaju;SE;49026-900;-109.438.929;-370.593.452;07/10/2025
petz;Petz Araçatuba;Avenida Brasília;Jardim Nova Yorque;Araçatuba;SP;16018-000;-212.028.539;-504.536.793;07/10/2025
petz;Petz Araraquara;Avenida Padre Francisco Sales Colturato;Centro;Araraquara;SP;14802-000;-217.848.272;-481.786.486;07/10/2025
petz;Petz Arujá;Rua Tomi Saburo Yamamoto;Jardim das Cerejeiras;Arujá;SP;07432-575;-233.950.099.976;-463.220.786.898;07/10/2025
petz;Petz Assaí Anchieta;Rua Garcia Lorca;Paulicéia;São Bernardo do Campo;SP;09695-000;-236.995.800.017;-465.710.936.695;07/10/2025
petz;Petz Assaí Colinas;Avenida Jorge Zarur;Vila Ema;São José dos Campos;SP;12243-081;-232.102.831;-458.969.547;07/10/2025
petz;Petz Assaí Maracanã;Rua José Higino;Tijuca;Rio de Janeiro;RJ;20520-201;-229.325.728;-432.410.248;07/10/2025
petz;Petz Assaí Penha;Avenida São Miguel;Vila Marieta;São Paulo;SP;03620-000;-233.633.199.789;-468.374.561.407;07/10/2025
petz;Petz Assis Chateaubriand;Avenida Assis Chateaubriand;Setor Oeste;Goiânia;GO;74130-015;-166.848.554;-492.714.702;07/10/2025
petz;Petz Augusta;Rua Augusta;Consolação;São Paulo;SP;01305-000;-235.367.499.961;-46.636;07/10/2025
petz;Petz Avenida das Américas Recreio;Rua César Lattes;Barra da Tijuca;Rio de Janeiro;RJ;22793-329;-230.023.912;-434.245.654;07/10/2025
petz;Petz Avenida do Contorno;Avenida do Contorno;Santa Efigênia;Belo Horizonte;MG;30110-017;-199.139.617;-439.323.353;07/10/2025
petz;Petz Avenida Dos Estados;Avenida dos Estados;Tamanduateí 8;Santo André;SP;09270-270;-23.694.960.006;-465.041.977.288;07/10/2025
petz;Petz Avenida Goiás;Avenida Goiás;Santo Antônio;São Caetano do Sul;SP;09521-310;-23.623;-465.496.247.537;07/10/2025
petz;Petz Avenida Interlagos;Avenida Interlagos;Jardim Marajoara;São Paulo;SP;04660-002;-238.534.600.338;-463.027.923.299;07/10/2025
petz;Petz Avenida Milão;Avenida Milão;Jardim Europa;Goiânia;GO;74325-030;-167.092.282;-49.313.446;07/10/2025
petz;Petz Balneário Camboriú;Avenida do Estado Dalmo Vieira;Estados;Balneário Camboriú;SC;88339-060;-269.737.199.957;-48.635;07/10/2025
petz;Petz Bandeirantes;Avenida dos Bandeirantes 2040;Vila Olímpia;São Paulo;SP;04553-902;-236.192.800.094;-467.137.550.031;07/10/2025
petz;Petz Bangu Shopping;Rua Fonseca;Bangu;Rio de Janeiro;RJ;21820-005;-228.819.709;-43.465.515;07/10/2025
petz;Petz Barra Américas;Avenida das Américas;Barra da Tijuca;Rio de Janeiro;RJ;22793-080;-230.141.759;-434.664.789;07/10/2025
petz;Petz Barreiro;Avenida Sinfrônio Brochado;Barreiro;Belo Horizonte;MG;30640-000;-199.768.558;-440.195.832;07/10/2025
petz;Petz Bauru;Rua Rubens Pagani;Jardim Estoril IV;Bauru;SP;17016-210;-22.314.459;-490.586.951;07/10/2025
petz;Petz Belém;Avenida Nazaré;Nazaré;Belém;PA;66035-445;-1.454.061;-484.812.248;07/10/2025
petz;Petz Belford Roxo;Avenida Prefeito Jorge Júlio Costa dos Santos;Centro;Belford Roxo;RJ;26130-010;-227.645.391;-433.996.264;07/10/2025
petz;Petz Bento Gonçalves;R. Fortaleza, 362;Botafogo;Bento Gonçalves;RS;invalido;-2.917.812;-515.117.056;07/10/2025
petz;Petz BestCenter Jacareí;Rua Barão de Jacareí;Centro;Jacareí;SP;12308-000;-232.987.827;-459.662.542;07/10/2025
petz;Petz Betim;Avenida Juiz Marco Túlio Isaac;Jardim das Alterosas 1ª Seção;Betim;MG;32671-072;-199.673.078;-442.011.904;07/10/2025
petz;Petz Blumenau;Rua São Paulo;Itoupava Seca;Blumenau;SC;89030-001;-26.919;-490.579.250.549;07/10/2025
petz;Petz Boa Viagem;Avenida Boa Viagem;Boa Viagem;Recife;PE;51020-000;-81.099.616;-348.891.379;07/10/2025
petz;Petz Bosque Maia;Avenida Paulo Faccini;Macedo;Guarulhos;SP;07111-000;-234.836.100.077;-46.533;07/10/2025
petz;Petz Botafogo;Rua General Polidoro;Botafogo;Rio de Janeiro;RJ;22280-004;-229.511.149;-431.809.269;07/10/2025
petz;Petz Botucatu;Avenida Doutor Vital Brasil;Vila São Lúcio;Botucatu;SP;18603-193;-228.841.808;-484.441.654;07/10/2025
petz;Petz Brasília Asa Norte;Setor STN;Asa Norte;Brasília;DF;70770-100;-157.333.775;-478.970.566;07/10/2025
petz;Petz Brasília Epia;Setor de Postos e Motéis Sul I;Setor de Postos e Motéis Sul (Núcleo Bandeirante);Brasília;DF;71738-010;-158.711.088;-479.709.785;07/10/2025
petz;Petz Brasília Jardim Botânico;Quadra 1 Lote E;Setor Habitacional Jardim Botânico;Brasília;DF;71681-025;-159.064.363;-478.624.914;07/10/2025
petz;Petz Brasília SIA;Trecho SIA Trecho 17 Rua 03;Zona Industrial (Guará);Brasília;DF;71200-207;-157.786.295;-479.408.608;07/10/2025
petz;Petz Brasília W3 Norte;Quadra EQS 414/415;Asa Sul;Brasília;DF;70297-400;-157.906.787.664;-478.930.069.733;07/10/2025
petz;Petz Brusque;Rua Gustavo Schlosser;Centro II;Brusque;SC;88353-020;-270.929.599.984;-489.123.385.317;07/10/2025
petz;Petz Bueno T63;Avenida T 63;Setor Bueno;Goiânia;GO;74230-105;-167.004.399;-49.276.539;07/10/2025
petz;Petz Butantã;Avenida Professor Francisco Morato;Butantã;São Paulo;SP;05512-200;-239.588.500.473;-461.878.288.093;07/10/2025
petz;Petz Cambuí;Avenida Doutor Moraes Salles;Jardim Guarani;Campinas;SP;13100-201;-229.060.289;-470.461.989;07/10/2025
petz;Petz Campinas Norte Sul;Avenida José de Souza Campos;Nova Campinas;Campinas;SP;13092-123;-229.040.083;-470.400.589;07/10/2025
petz;Petz Campo Grande;Avenida Afonso Pena;Chácara Cachoeira;Campo Grande;MS;79040-010;-204.643.395;-54.579.342;07/10/2025
petz;Petz Campo Grande Rio;Rua João Barbosa de Morais;Campo Grande;Rio de Janeiro;RJ;23040-125;-229.230.245;-435.495.864;07/10/2025
petz;Petz Canoas;Avenida Doutor Sezefredo Azambuja Vieira;Marechal Rondon;Canoas;RS;92020-020;-299.175.499.937;-51.184.519.194;07/10/2025
petz;Petz Caraguatatuba;Rua Vereador Antônio Cruz Arouca;Indaiá;Caraguatatuba;SP;11665-100;-236.267.599;-454.234.501;07/10/2025
petz;Petz Carapicuíba;Avenida Inocêncio Seráfico;Vila Silva Ribeiro;Carapicuíba;SP;06380-021;-235.378.500.086;-46.836;07/10/2025
petz;Petz Carlos Berta;Rua Antônio Carlos Berta;Jardim Europa;Porto Alegre;RS;91340-020;-30.033;-51.279.379.889;07/10/2025
petz;Petz Carlos Luz;Avenida Presidente Carlos Luz;Caiçaras;Belo Horizonte;MG;31230-010;-199.012.987;-439.667.394;07/10/2025
petz;Petz Carrefour Anchieta;Via Anchieta, 3398;Vila Vermelha;São Paulo;SP;04246-900;-234.902.199.938;-465.729.713.249;07/10/2025
petz;Petz Carrefour Imigrantes;Rua Alfredo de Salles Oliveira Netto;Vila do Bosque;São Paulo;SP;04147-020;-233.060.799.704;-46.636;07/10/2025
petz;Petz Carrefour Manilha;Rua Oliveira Botelho;Neves (Neves);São Gonçalo;RJ;24425-005;-228.544.152;-430.977.581;07/10/2025
petz;Petz Carrefour Ribeirão Shopping;Avenida Coronel Fernando Ferreira Leite;Jardim Califórnia;Ribeirão Preto;SP;14026-020;-212.041.684;-478.255.301;07/10/2025
petz;Petz Carrefour São Caetano;Avenida do Estado;Prosperidade;São Caetano do Sul;SP;09550-400;-236.198.499.977;-465.544.381.091;07/10/2025
petz;Petz Carrefour Tietê;Avenida Morvan Dias de Figueiredo 3177;Vila Guilherme;São Paulo;SP;02063-902;-23.548;-466.583.840.199;07/10/2025
petz;Petz Cascavel;Avenida Brasil;Centro;Cascavel;PR;85812-000;-24.956;-534.629.414.822;07/10/2025
petz;Petz Castelo;Av. Pres. Tancredo Neves, 3005;Paquetá;Belo Horizonte;MG;invalido;-19.885.569.999.999.900;-43.994.124;07/10/2025
petz;Petz Catuai Londrina;Rodovia Mabio Gonçalves Palhano;Gleba Fazenda Palhano;Londrina;PR;86055-585;-23.31;-511.395.782.472;07/10/2025
petz;Petz Cavalhada;Avenida Eduardo Prado;Cavalhada;Porto Alegre;RS;91751-000;-30.033;-511.583.731.786;07/10/2025
petz;Petz Caxias do Sul;Avenida Ruben Bento Alves;Cinqüentenário;Caxias do Sul;RS;95012-393;-291.745.107;-51.207.829;07/10/2025
petz;Petz Ceilândia;Quadra Q 1;Setor de Desenvolvimento Econômico (Taguatinga);Brasília;DF;72145-100;-158.096.826;-480.897.558;07/10/2025
petz;Petz Center Minas;Avenida Pastor Anselmo Silvestre;Dom Joaquim;Belo Horizonte;MG;31170-678;-198.790.939;-439.177.407;07/10/2025
petz;Petz Center Shopping Uberlândia;Avenida João Naves de Ávila;Tibery;Uberlândia;MG;38405-140;-189.011.105;-482.511.641;07/10/2025
petz;Petz Cerro Corá;Rua Cerro Corá;Vila Romana;São Paulo;SP;05061-300;-231.801.699.588;-47.037.243.297;07/10/2025
petz;Petz Chapecó;Avenida Fernando Machado - D;Centro;Chapecó;SC;89802-111;-270.947.399.993;-526.194.153.421;07/10/2025
petz;Petz Cidade Jardim;Avenida dos Tajurás;Cidade Jardim;São Paulo;SP;05670-000;-231.187.899.568;-461.678.010.127;07/10/2025
petz;Petz Congonhas;Avenida Moreira Guimarães;Indianópolis;São Paulo;SP;04074-030;-237.813.700.242;-463.814.309.126;07/10/2025
petz;Petz Contagem;Avenida Babita Camargos;Cidade Industrial;Contagem;MG;32210-180;-199.511.138;-440.258.233;07/10/2025
petz;Petz Contagem João Cesar;Avenida João César de Oliveira;Beatriz;Contagem;MG;32040-000;-199.249.966;-440.609.614;07/10/2025
petz;Petz Continente;Rua Martinho Boschetti;Picadas do Sul;São José;SC;88106-110;-276.186.000.056;-48.628;07/10/2025
petz;Petz Copacabana;Avenida Nossa Senhora de Copacabana;Copacabana;Rio de Janeiro;RJ;22070-012;-229.697.777;-431.868.592;07/10/2025
petz;Petz Cotia;Rodovia Raposo Tavares;Lageadinho;Cotia;SP;06709-015;-235.966.199.947;-469.270.538.309;07/10/2025
petz;Petz Criciúma;Avenida Centenário;Centro;Criciúma;SC;88801-001;-286.803.626.913;-493.671.297.486;07/10/2025
petz;Petz Cristiano Machado;Rua José Vieira Muniz;Floramar;Belo Horizonte;MG;31742-005;-198.307.058;-439.388.814;07/10/2025
petz;Petz Diadema;Avenida Fábio Eduardo Ramos Esquivel;Centro;Diadema;SP;09920-578;-236.886.100.049;-466.258.500.946;07/10/2025
petz;Petz Diário de Notícias;Avenida Diário de Notícias;Cristal;Porto Alegre;RS;90810-080;-300.504.600.069;-512.098.322.109;07/10/2025
petz;Petz Divinópolis;Rua Minas Gerais;Centro;Divinópolis;MG;35500-007;-201.451.261;-448.916.447;07/10/2025
petz;Petz Djalma Batista;Avenida Djalma Batista;Chapada;Manaus;AM;69050-010;-30.967.957;-600.288.373;07/10/2025
petz;Petz Dom Pedro;Avenida Guilherme Campos 500;Jardim Santa Genebra;Campinas;SP;13087-901;-229.099.384;-470.626.332;07/10/2025
petz;Petz Dourados;Avenida Marcelino Pires;Jardim Caramuru;Dourados;MS;79830-000;-22.223.561;-548.125.486;07/10/2025
petz;Petz Edgar Facó;Avenida General Edgar Facó;Vila Pereira Cerca;São Paulo;SP;02924-400;-23.548;-46.757.050.399;07/10/2025
petz;Petz Enseada;Avenida Santa Maria;Enseada;Guarujá;SP;11440-110;-239.869.736;-462.463.403;07/10/2025
petz;Petz Estação Goiânia;Avenida Goiás;Setor Central;Goiânia;GO;74010-010;-166.716.683;-492.562.665;07/10/2025
petz;Petz Fernando Corrêa;Avenida Fernando Correa da Costa;Pico do Amor;Cuiabá;MT;78065-000;-156.014.109;-560.978.917;07/10/2025
petz;Petz Ferraz de Vasconcelos;Avenida Brasil;Vila Romanópolis;Ferraz de Vasconcelos;SP;08529-310;-23.536.859.992;-463.644.841.588;07/10/2025
petz;Petz Florianópolis;Rodovia José Carlos Daux;Saco Grande;Florianópolis;SC;88032-005;-27.597;-485.435.160.762;07/10/2025
petz;Petz Foz do Iguaçu;Rua Alfredo Nunes do Nascimento;Jardim Polo Centro;Foz do Iguaçu;PR;85863-754;-25.541.339.996;-545.953.817.609;07/10/2025
petz;Petz Franca;Rua Professora Suzana Ribeiro Sandoval;Vila Champagnat;Franca;SP;14400-190;-205.494.525;-474.037.878;07/10/2025
petz;Petz Gama Leste;Quadra Quadra 1;Setor Industrial (Gama);Brasília;DF;72445-010;-160.136.169;-48.059.985;07/10/2025
petz;Petz Gastão Vidigal;Avenida Doutor Gastão Vidigal;Vila Leopoldina;São Paulo;SP;05314-000;-23.939.320.047;-470.628.671.078;07/10/2025
petz;Petz Gilberto Salomão;SHIS QI 5 Bloco F;Setor de Habitações Individuais Sul;Brasília;DF;71615-560;-157.942.287;-478.821.658;07/10/2025
petz;Petz Giovanni Gronchi;Avenida Giovanni Gronchi;Morumbi;São Paulo;SP;05651-002;-231.205.899.546;-471.022.354.799;07/10/2025
petz;Petz Giovanni Pirelli;Rua Giovanni Battista Pirelli;Vila Homero Thon;Santo André;SP;09111-340;-236.733.600.058;-465.482.192.956;07/10/2025
petz;Petz Governador Valadares;Avenida Brasil;Centro;Governador Valadares;MG;35010-070;-188.695.636;-419.543.122;07/10/2025
petz;Petz Gravataí;Avenida Dorival Cândido Luz de Oliveira;COHAB C;Gravataí;RS;94030-000;-299.415.699.933;-509.891.956.511;07/10/2025
petz;Petz Guarujá;Avenida Adhemar de Barros;Vila Santa Rosa;Guarujá;SP;11430-003;-239.908.312;-462.809.014;07/10/2025
petz;Petz Guarulhos;Rua Guarulhos;Gopoúva;Guarulhos;SP;07022-020;-23.463;-465.312.339.725;07/10/2025
petz;Petz Guarulhos Pimentas;Estrada Presidente Juscelino Kubitschek de Oliveira;Jardim Albertina;Guarulhos;SP;07252-000;-235.301.400.125;-466.061.916.931;07/10/2025
petz;Petz Hiper Sales Aracaju;Avenida Augusto Franco;Ponto Novo;Aracaju;SE;49097-670;-109.349.279;-37.075.392;07/10/2025
petz;Petz Hortolândia;Avenida Santana;Parque Ortolândia;Hortolândia;SP;13184-210;-228.828.875;-472.308.623;07/10/2025
petz;Petz Iguatemi Esplanada;Avenida Gisele Constantino;Parque Bela Vista;Votorantim;SP;18110-650;-235.458.282;-474.670.805;07/10/2025
petz;Petz Ilha do Governador;Estrada do Galeão;Jardim Carioca;Rio de Janeiro;RJ;21931-524;-228.070.469;-43.197.542;07/10/2025
petz;Petz Indaiatuba;Alameda Filtros Mann;Jardim Tropical;Indaiatuba;SP;13344-580;-231.153.736;-472.182.994;07/10/2025
petz;Petz Independência Shopping;Avenida Presidente Itamar Franco;São Mateus;Juiz de Fora;MG;36025-290;-217.722.581;-43.353.661;07/10/2025
petz;Petz Ipatinga;Rua Cláudio Moura;Novo Cruzeiro;Ipatinga;MG;35164-840;-194.750.305;-425.374.761;07/10/2025
petz;Petz Ipiranga;Avenida Presidente Tancredo Neves;Vila Nancy;São Paulo;SP;04287-010;-232.887.099.681;-469.188.436.387;07/10/2025
petz;Petz Itaim;Rua Bandeira Paulista;Itaim Bibi;São Paulo;SP;04532-003;-238.387.900.308;-469.532.050.611;07/10/2025
petz;Petz Itajaí;Avenida Vereador Abrahão João Francisco;Ressacada;Itajaí;SC;88307-302;-269.148.400.041;-486.696.704.504;07/10/2025
petz;Petz Itanhaém;Av. Rui Barbosa, 540;Centro;Itanhaém;SP;11740-000;-241.817.994;-467.850.334;07/10/2025
petz;Petz Itapecerica;Estrada de Itapecerica;Vila das Belezas;São Paulo;SP;05835-003;-231.005.199.541;-471.241.286.159;07/10/2025
petz;Petz Itapetininga;Avenida Peixoto Gomide;Centro;Itapetininga;SP;18200-160;-235.870.635;-480.480.516;07/10/2025
petz;Petz Itatiba;Avenida Marechal Castelo Branco;Jardim da Luz;Itatiba;SP;13255-350;-230.244.035;-468.402.896;07/10/2025
petz;Petz Itu;Avenida Doutor Otaviano Pereira Mendes;Liberdade;Itu;SP;13301-000;-232.588;-472.989.196;07/10/2025
petz;Petz Jaboatão dos Guararapes;Avenida Ayrton Senna da Silva;Piedade;Jaboatão dos Guararapes;PE;54420-700;-81.801.557;-349.203.383;07/10/2025
petz;Petz Jacu Pêssego;Avenida Jacu-Pêssego;Itaquera;São Paulo;SP;08215-115;-235.358.836;-464.523.686;07/10/2025
petz;Petz Jaguaré;Avenida Corifeu de Azevedo Marques;Vila Lageado;São Paulo;SP;05339-003;-239.419.300.478;-462.062.858.021;07/10/2025
petz;Petz Jardim Botânico;Rua Jardim Botânico;Jardim Botânico;Rio de Janeiro;RJ;22470-051;-229.068.467;-431.728.965;07/10/2025
petz;Petz Jardim Icaraí;Rua Doutor Paulo César;Santa Rosa;Niterói;RJ;24240-000;-228.987.588;-430.985.184;07/10/2025
petz;Petz Jaú;Avenida Doutor Quinzinho;Chácara Peccioli;Jaú;SP;17210-110;-222.992.648;-485.446.869;07/10/2025
petz;Petz João Firmino;Avenida João Firmino;Assunção;São Bernardo do Campo;SP;09810-250;-237.116.400.034;-465.842.638.563;07/10/2025
petz;Petz João Pessoa;Avenida Senador Ruy Carneiro;Manaíra;João Pessoa;PB;58039-180;-71.121.567;-34.828.319;07/10/2025
petz;Petz Joinville;Alameda Rolf Colin;América;Joinville;SC;89204-070;-263.011.199.952;-48.846;07/10/2025
petz;Petz Juiz de Fora;Avenida Barão do Rio Branco;Alto dos Passos;Juiz de Fora;MG;36026-500;-21.776.524;-433.473.578;07/10/2025
petz;Petz Jundiaí;Avenida Antônio Frederico Ozanan;Vila de Vito;Jundiaí;SP;13215-010;-231.719.746;-468.883.514;07/10/2025
petz;Petz Jundiaí Anhanguera;Avenida Doutor Adilson Rodrigues;Jardim das Samambaias;Jundiaí;SP;13211-685;-231.920.386.436;-469.079.545.957;07/10/2025
petz;Petz Lauzane Paulista;Avenida Direitos Humanos;Imirim;São Paulo;SP;02475-001;-236.281.900.094;-467.234.743.771;07/10/2025
petz;Petz Limão;Avenida Otaviano Alves de Lima;Casa Verde Baixa;São Paulo;SP;02501-000;-235.145.404;-466.646.472;07/10/2025
petz;Petz Linha Verde;Avenida Caviúna;Bairro Alto;Curitiba;PR;82840-123;-254.929.800.105;-493.449.501.394;07/10/2025
petz;Petz Litoral Plaza;Avenida Ayrton Senna da Silva;Sítio do Campo;Praia Grande;SP;11726-000;-2.399.403;-464.061.432;07/10/2025
petz;Petz Londrina Tiradentes;Avenida Tiradentes;Rodocentro;Londrina;PR;86071-000;-233.385.300.098;-51.131.934.327;07/10/2025
petz;Petz Manuel Gaya;Rua Manuel Gaya;Vila Nova Mazzei;São Paulo;SP;02313-000;-236.060.500.137;-465.726.767.902;07/10/2025
petz;Petz Maraponga;Avenida Godofredo Maciel;Maraponga;Fortaleza;CE;60710-684;-37.930.657;-385.658.738;07/10/2025
petz;Petz Marechal Tito;Avenida Marechal Tito;Itaim Paulista;São Paulo;SP;08115-100;-230.675.799.511;-46.636;07/10/2025
petz;Petz Marginal Tietê 24h;Rua Doutor Miguel Paulo Capalbo;Pari;São Paulo;SP;03035-040;-236.722.900.173;-467.715.803.788;07/10/2025
petz;Petz Maringá;Avenida Paraná;Zona 07;Maringá;PR;87020-085;-23.425;-519.421.386.933;07/10/2025
petz;Petz Mateus Leme;Rua Mateus Leme;Bom Retiro;Curitiba;PR;80520-174;-254.078.125;-49.271.846;07/10/2025
petz;Petz Mauro Ramos;Avenida Mauro Ramos;Centro;Florianópolis;SC;88020-302;-275.947.499.957;-485.464.611.447;07/10/2025
petz;Petz Miguel Sutil;Avenida Miguel Sutil;Jardim Mariana;Cuiabá;MT;78040-790;-155.790.011;-561.097.477;07/10/2025
